movieid,genreId,genre
2800,1,Animation
2800,2,Children
2800,6,Drama
2800,4,Fantasy
2801,6,Drama
2801,5,Romance
2802,7,Action
2802,6,Drama
2802,5,Romance
2802,9,Thriller
2803,8,Crime
2803,6,Drama
2803,11,Mystery
2803,5,Romance
2803,9,Thriller
2804,2,Children
2804,3,Comedy
2805,3,Comedy
2805,5,Romance
2806,3,Comedy
2806,9,Thriller
2807,7,Action
2807,12,Sci-Fi
2808,7,Action
2808,12,Sci-Fi
2810,1,Animation
2810,10,Horror
2810,11,Mystery
2810,9,Thriller
2812,7,Action
2812,9,Thriller
2813,15,Documentary
2815,7,Action
2815,13,War
2816,7,Action
2816,13,War
2817,7,Action
2818,7,Action
2818,13,War
2819,6,Drama
2819,11,Mystery
2819,5,Romance
2819,9,Thriller
2820,6,Drama
2822,0,Adventure
2822,5,Romance
2824,15,Documentary
2824,6,Drama
2826,7,Action
2826,0,Adventure
2826,4,Fantasy
2827,10,Horror
2827,12,Sci-Fi
2827,9,Thriller
2828,2,Children
2828,3,Comedy
2829,3,Comedy
2835,7,Action
2835,0,Adventure
2835,3,Comedy
2835,9,Thriller
2836,3,Comedy
2837,3,Comedy
2837,5,Romance
2839,6,Drama
2840,6,Drama
2840,9,Thriller
2841,10,Horror
2841,11,Mystery
2841,9,Thriller
2843,3,Comedy
2843,5,Romance
2844,6,Drama
2844,11,Mystery
2846,0,Adventure
2846,2,Children
2846,3,Comedy
2846,6,Drama
2847,0,Adventure
2847,6,Drama
2847,5,Romance
2848,6,Drama
2851,0,Adventure
2851,12,Sci-Fi
2851,9,Thriller
2852,6,Drama
2856,9,Thriller
2857,0,Adventure
2857,1,Animation
2857,3,Comedy
2857,4,Fantasy
2857,14,Musical
2858,6,Drama
2858,5,Romance
2859,15,Documentary
2859,14,Musical
2860,3,Comedy
2861,3,Comedy
2861,6,Drama
2862,6,Drama
2863,0,Adventure
2863,3,Comedy
2863,14,Musical
2865,3,Comedy
2866,6,Drama
2867,3,Comedy
2867,10,Horror
2867,9,Thriller
2868,10,Horror
2870,3,Comedy
2871,0,Adventure
2871,6,Drama
2871,9,Thriller
2872,0,Adventure
2872,4,Fantasy
2874,3,Comedy
2874,14,Musical
2874,5,Romance
2875,6,Drama
2875,11,Mystery
2875,5,Romance
2876,1,Animation
2876,2,Children
2876,4,Fantasy
2877,14,Musical
2878,10,Horror
2879,7,Action
2879,0,Adventure
2879,3,Comedy
2880,7,Action
2880,0,Adventure
2880,3,Comedy
2881,7,Action
2881,8,Crime
2881,6,Drama
2881,9,Thriller
2882,6,Drama
2883,3,Comedy
2883,6,Drama
2884,3,Comedy
2884,5,Romance
2885,6,Drama
2885,5,Romance
2886,2,Children
2886,3,Comedy
2887,7,Action
2887,3,Comedy
2888,3,Comedy
2888,5,Romance
2889,3,Comedy
2889,6,Drama
2890,7,Action
2890,0,Adventure
2890,3,Comedy
2890,6,Drama
2890,13,War
2891,3,Comedy
2892,7,Action
2892,6,Drama
2893,7,Action
2893,0,Adventure
2893,6,Drama
2894,6,Drama
2894,5,Romance
2896,17,Western
2897,3,Comedy
2897,13,War
2898,10,Horror
2898,11,Mystery
2899,0,Adventure
2899,1,Animation
2899,2,Children
2900,10,Horror
2900,12,Sci-Fi
2901,10,Horror
2901,12,Sci-Fi
2902,10,Horror
2902,11,Mystery
2902,9,Thriller
2903,10,Horror
2903,9,Thriller
2905,7,Action
2905,0,Adventure
2905,6,Drama
2906,6,Drama
2906,5,Romance
2907,3,Comedy
2908,6,Drama
2912,8,Crime
2912,6,Drama
2912,9,Thriller
2915,3,Comedy
2916,7,Action
2916,0,Adventure
2916,12,Sci-Fi
2916,9,Thriller
2917,8,Crime
2917,9,Thriller
2918,3,Comedy
2919,6,Drama
2919,5,Romance
2919,13,War
2921,17,Western
2922,8,Crime
2922,6,Drama
2922,17,Western
2924,7,Action
2924,3,Comedy
2925,6,Drama
2926,3,Comedy
2926,6,Drama
2927,6,Drama
2927,5,Romance
2928,6,Drama
2929,6,Drama
2929,5,Romance
2930,15,Documentary
2931,3,Comedy
2931,8,Crime
2931,6,Drama
2931,4,Fantasy
2932,6,Drama
2935,3,Comedy
2935,5,Romance
2936,0,Adventure
2936,3,Comedy
2936,5,Romance
2937,3,Comedy
2939,6,Drama
2939,9,Thriller
2940,6,Drama
2940,18,Film-Noir
2940,11,Mystery
2940,5,Romance
2941,14,Musical
2941,5,Romance
2941,13,War
2942,6,Drama
2942,5,Romance
2943,6,Drama
2943,5,Romance
2944,7,Action
2944,6,Drama
2944,13,War
2946,3,Comedy
2946,14,Musical
2947,7,Action
2947,0,Adventure
2947,9,Thriller
2948,7,Action
2948,0,Adventure
2948,9,Thriller
2949,7,Action
2949,0,Adventure
2949,9,Thriller
2950,0,Adventure
2950,6,Drama
2950,5,Romance
2951,7,Action
2951,17,Western
2952,8,Crime
2952,6,Drama
2952,9,Thriller
2953,2,Children
2953,3,Comedy
2956,7,Action
2956,8,Crime
2956,9,Thriller
2959,7,Action
2959,8,Crime
2959,6,Drama
2959,9,Thriller
2961,3,Comedy
2961,6,Drama
2962,3,Comedy
2962,5,Romance
2964,6,Drama
2965,7,Action
2966,0,Adventure
2966,6,Drama
2967,6,Drama
2967,9,Thriller
2968,0,Adventure
2968,3,Comedy
2968,4,Fantasy
2968,12,Sci-Fi
2969,6,Drama
2969,5,Romance
2970,0,Adventure
2970,6,Drama
2971,6,Drama
2971,4,Fantasy
2971,14,Musical
2972,6,Drama
2972,13,War
2973,3,Comedy
2973,8,Crime
2973,6,Drama
2974,10,Horror
2974,9,Thriller
2975,3,Comedy
2975,6,Drama
2976,6,Drama
2977,3,Comedy
2977,6,Drama
2978,3,Comedy
2978,5,Romance
2979,6,Drama
2982,10,Horror
2982,9,Thriller
2983,9,Thriller
2984,15,Documentary
2985,7,Action
2985,8,Crime
2985,6,Drama
2985,12,Sci-Fi
2985,9,Thriller
2986,7,Action
2986,8,Crime
2986,12,Sci-Fi
2986,9,Thriller
2987,0,Adventure
2987,1,Animation
2987,2,Children
2987,3,Comedy
2987,8,Crime
2987,4,Fantasy
2987,11,Mystery
2988,6,Drama
2989,7,Action
2989,0,Adventure
2989,9,Thriller
2990,7,Action
2990,0,Adventure
2990,9,Thriller
2991,7,Action
2991,0,Adventure
2991,9,Thriller
2992,10,Horror
2992,9,Thriller
2993,7,Action
2993,0,Adventure
2993,9,Thriller
2995,10,Horror
2995,9,Thriller
2996,6,Drama
2997,3,Comedy
2997,6,Drama
2997,4,Fantasy
3000,7,Action
3000,0,Adventure
3000,1,Animation
3000,6,Drama
3000,4,Fantasy
3002,15,Documentary
3003,3,Comedy
3003,6,Drama
3003,5,Romance
3003,13,War
3004,3,Comedy
3004,5,Romance
3005,9,Thriller
3006,6,Drama
3006,9,Thriller
3007,15,Documentary
3008,6,Drama
3008,12,Sci-Fi
3010,6,Drama
3011,6,Drama
3013,3,Comedy
3013,10,Horror
3014,3,Comedy
3015,9,Thriller
3016,10,Horror
3017,10,Horror
3018,3,Comedy
3018,10,Horror
3018,12,Sci-Fi
3019,8,Crime
3019,6,Drama
3020,7,Action
3020,6,Drama
3021,10,Horror
3022,3,Comedy
3022,13,War
3024,10,Horror
3024,12,Sci-Fi
3028,3,Comedy
3029,7,Action
3029,6,Drama
3030,7,Action
3030,0,Adventure
3031,3,Comedy
3032,7,Action
3032,6,Drama
3032,12,Sci-Fi
3032,9,Thriller
3033,3,Comedy
3033,12,Sci-Fi
3034,0,Adventure
3034,1,Animation
3034,2,Children
3034,3,Comedy
3034,14,Musical
3035,3,Comedy
3035,6,Drama
3035,13,War
3036,0,Adventure
3036,6,Drama
3037,17,Western
3038,6,Drama
3039,3,Comedy
3040,3,Comedy
3041,3,Comedy
3042,3,Comedy
3043,3,Comedy
3044,11,Mystery
3044,5,Romance
3044,9,Thriller
3045,3,Comedy
3045,6,Drama
3046,3,Comedy
3046,5,Romance
3048,3,Comedy
3051,3,Comedy
3051,6,Drama
3052,0,Adventure
3052,3,Comedy
3052,4,Fantasy
3053,6,Drama
3053,13,War
3054,0,Adventure
3054,1,Animation
3054,2,Children
3054,4,Fantasy
3054,12,Sci-Fi
3055,9,Thriller
3056,8,Crime
3056,6,Drama
3056,9,Thriller
3057,3,Comedy
3060,3,Comedy
3060,6,Drama
3060,14,Musical
3061,3,Comedy
3061,14,Musical
3062,7,Action
3062,6,Drama
3062,13,War
3063,6,Drama
3063,9,Thriller
3064,6,Drama
3064,9,Thriller
3066,7,Action
3066,6,Drama
3066,13,War
3067,3,Comedy
3067,6,Drama
3068,6,Drama
3068,11,Mystery
3070,0,Adventure
3070,3,Comedy
3070,12,Sci-Fi
3071,3,Comedy
3071,6,Drama
3072,3,Comedy
3072,5,Romance
3073,6,Drama
3073,5,Romance
3074,17,Western
3075,6,Drama
3075,10,Horror
3076,3,Comedy
3077,15,Documentary
3078,6,Drama
3079,3,Comedy
3079,6,Drama
3079,5,Romance
3081,4,Fantasy
3081,10,Horror
3081,11,Mystery
3081,5,Romance
3082,7,Action
3082,0,Adventure
3082,9,Thriller
3083,6,Drama
3086,2,Children
3086,3,Comedy
3086,4,Fantasy
3086,14,Musical
3087,3,Comedy
3087,4,Fantasy
3087,5,Romance
3088,3,Comedy
3088,4,Fantasy
3089,6,Drama
3090,6,Drama
3091,6,Drama
3091,13,War
3093,6,Drama
3093,17,Western
3094,6,Drama
3094,5,Romance
3095,6,Drama
3096,3,Comedy
3097,3,Comedy
3097,6,Drama
3097,5,Romance
3098,6,Drama
3099,3,Comedy
3099,6,Drama
3099,5,Romance
3100,6,Drama
3101,6,Drama
3101,9,Thriller
3102,8,Crime
3102,5,Romance
3102,9,Thriller
3103,6,Drama
3103,5,Romance
3104,7,Action
3104,3,Comedy
3104,8,Crime
3104,9,Thriller
3105,6,Drama
3105,11,Mystery
3106,6,Drama
3106,5,Romance
3107,7,Action
3107,6,Drama
3108,3,Comedy
3108,6,Drama
3108,4,Fantasy
3108,5,Romance
3109,6,Drama
3111,6,Drama
3112,6,Drama
3113,7,Action
3113,4,Fantasy
3113,10,Horror
3113,11,Mystery
3113,9,Thriller
3114,0,Adventure
3114,1,Animation
3114,2,Children
3114,3,Comedy
3114,4,Fantasy
3115,6,Drama
3117,6,Drama
3117,5,Romance
3117,13,War
3120,3,Comedy
3125,6,Drama
3127,3,Comedy
3127,6,Drama
3129,3,Comedy
3129,6,Drama
3130,3,Comedy
3130,8,Crime
3130,6,Drama
3132,3,Comedy
3132,6,Drama
3134,6,Drama
3134,13,War
3135,6,Drama
3138,6,Drama
3141,6,Drama
3142,15,Documentary
3142,14,Musical
3143,6,Drama
3143,13,War
3145,6,Drama
3146,3,Comedy
3147,8,Crime
3147,6,Drama
3148,6,Drama
3150,6,Drama
3150,9,Thriller
3152,6,Drama
3153,7,Action
3153,0,Adventure
3153,4,Fantasy
3155,6,Drama
3155,5,Romance
3156,6,Drama
3156,5,Romance
3156,12,Sci-Fi
3157,2,Children
3157,3,Comedy
3157,4,Fantasy
3158,6,Drama
3159,1,Animation
3159,2,Children
3159,14,Musical
3159,16,IMAX
3160,6,Drama
3161,6,Drama
3161,5,Romance
3162,3,Comedy
3162,6,Drama
3163,3,Comedy
3163,6,Drama
3163,14,Musical
3165,7,Action
3165,6,Drama
3167,3,Comedy
3167,6,Drama
3168,0,Adventure
3168,6,Drama
3169,8,Crime
3169,6,Drama
3169,9,Thriller
3171,6,Drama
3173,6,Drama
3174,3,Comedy
3174,6,Drama
3175,0,Adventure
3175,3,Comedy
3175,12,Sci-Fi
3176,6,Drama
3176,11,Mystery
3176,9,Thriller
3177,3,Comedy
3178,6,Drama
3179,6,Drama
3181,6,Drama
3182,15,Documentary
3183,6,Drama
3185,6,Drama
3186,6,Drama
3189,2,Children
3189,6,Drama
3190,0,Adventure
3190,12,Sci-Fi
3190,9,Thriller
3192,6,Drama
3194,6,Drama
3194,5,Romance
3196,6,Drama
3196,13,War
3197,7,Action
3197,8,Crime
3197,5,Romance
3197,9,Thriller
3198,8,Crime
3198,6,Drama
3200,3,Comedy
3200,6,Drama
3201,6,Drama
3203,9,Thriller
3204,7,Action
3204,11,Mystery
3204,9,Thriller
3206,5,Romance
3208,7,Action
3208,3,Comedy
3210,3,Comedy
3210,6,Drama
3210,5,Romance
3211,6,Drama
3213,1,Animation
3213,2,Children
3214,6,Drama
3217,6,Drama
3219,11,Mystery
3219,9,Thriller
3221,6,Drama
3223,6,Drama
3224,6,Drama
3225,3,Comedy
3225,5,Romance
3230,9,Thriller
3235,3,Comedy
3238,9,Thriller
3240,3,Comedy
3241,3,Comedy
3243,3,Comedy
3244,3,Comedy
3244,5,Romance
3246,6,Drama
3247,3,Comedy
3247,8,Crime
3248,3,Comedy
3249,6,Drama
3249,9,Thriller
3250,6,Drama
3251,6,Drama
3251,11,Mystery
3252,6,Drama
3253,3,Comedy
3254,3,Comedy
3255,3,Comedy
3255,6,Drama
3256,7,Action
3256,8,Crime
3256,6,Drama
3256,9,Thriller
3257,6,Drama
3257,5,Romance
3257,9,Thriller
3258,3,Comedy
3258,4,Fantasy
3259,0,Adventure
3259,6,Drama
3259,5,Romance
3260,6,Drama
3261,3,Comedy
3261,6,Drama
3261,5,Romance
3262,8,Crime
3262,6,Drama
3262,11,Mystery
3262,9,Thriller
3263,3,Comedy
3263,6,Drama
3264,7,Action
3264,3,Comedy
3264,10,Horror
3265,7,Action
3265,8,Crime
3265,6,Drama
3265,9,Thriller
3266,3,Comedy
3266,8,Crime
3266,6,Drama
3266,9,Thriller
3267,7,Action
3267,8,Crime
3267,9,Thriller
3267,17,Western
3268,7,Action
3268,3,Comedy
3269,6,Drama
3269,5,Romance
3269,12,Sci-Fi
3270,3,Comedy
3270,6,Drama
3270,5,Romance
3271,6,Drama
3272,8,Crime
3272,6,Drama
3273,3,Comedy
3273,10,Horror
3273,11,Mystery
3273,9,Thriller
3274,6,Drama
3274,9,Thriller
3275,7,Action
3275,8,Crime
3275,6,Drama
3275,9,Thriller
3276,3,Comedy
3280,10,Horror
3281,15,Documentary
3283,7,Action
3284,3,Comedy
3284,11,Mystery
3284,5,Romance
3285,0,Adventure
3285,6,Drama
3286,3,Comedy
3287,1,Animation
3287,2,Children
3289,6,Drama
3294,10,Horror
3295,6,Drama
3296,6,Drama
3298,8,Crime
3298,6,Drama
3298,9,Thriller
3299,3,Comedy
3299,6,Drama
3300,10,Horror
3300,12,Sci-Fi
3300,9,Thriller
3301,3,Comedy
3301,8,Crime
3302,3,Comedy
3303,15,Documentary
3306,3,Comedy
3307,3,Comedy
3307,6,Drama
3307,5,Romance
3308,3,Comedy
3308,6,Drama
3310,3,Comedy
3310,6,Drama
3313,3,Comedy
3315,14,Musical
3316,7,Action
3316,9,Thriller
3317,3,Comedy
3317,6,Drama
3323,3,Comedy
3323,8,Crime
3324,3,Comedy
3325,3,Comedy
3325,6,Drama
3326,3,Comedy
3326,12,Sci-Fi
3327,15,Documentary
3328,8,Crime
3328,6,Drama
3329,6,Drama
3329,5,Romance
3330,6,Drama
3330,5,Romance
3331,6,Drama
3334,8,Crime
3334,6,Drama
3334,18,Film-Noir
3334,9,Thriller
3338,15,Documentary
3341,3,Comedy
3342,6,Drama
3342,13,War
3344,10,Horror
3345,0,Adventure
3345,2,Children
3347,0,Adventure
3347,6,Drama
3350,6,Drama
3353,3,Comedy
3353,5,Romance
3354,12,Sci-Fi
3355,4,Fantasy
3355,10,Horror
3355,11,Mystery
3355,9,Thriller
3357,6,Drama
3357,5,Romance
3358,3,Comedy
3358,6,Drama
3358,4,Fantasy
3358,5,Romance
3359,3,Comedy
3359,6,Drama
3360,6,Drama
3360,5,Romance
3361,3,Comedy
3361,6,Drama
3361,5,Romance
3362,8,Crime
3362,6,Drama
3363,3,Comedy
3363,6,Drama
3364,8,Crime
3364,18,Film-Noir
3365,6,Drama
3365,17,Western
3368,5,Romance
3368,17,Western
3370,6,Drama
3370,9,Thriller
3372,7,Action
3372,13,War
3374,6,Drama
3378,6,Drama
3379,6,Drama
3384,7,Action
3384,8,Crime
3385,3,Comedy
3386,6,Drama
3386,11,Mystery
3386,9,Thriller
3387,3,Comedy
3387,11,Mystery
3388,2,Children
3388,3,Comedy
3389,7,Action
3389,0,Adventure
3390,0,Adventure
3390,8,Crime
3390,6,Drama
3390,5,Romance
3391,3,Comedy
3392,3,Comedy
3393,3,Comedy
3393,4,Fantasy
3393,5,Romance
3394,3,Comedy
3394,5,Romance
3395,3,Comedy
3396,0,Adventure
3396,2,Children
3396,3,Comedy
3396,14,Musical
3397,2,Children
3397,3,Comedy
3398,2,Children
3398,3,Comedy
3398,14,Musical
3400,0,Adventure
3400,1,Animation
3400,2,Children
3400,4,Fantasy
3401,0,Adventure
3401,12,Sci-Fi
3402,3,Comedy
3402,6,Drama
3402,5,Romance
3403,6,Drama
3403,9,Thriller
3404,7,Action
3404,6,Drama
3405,7,Action
3405,6,Drama
3406,7,Action
3406,0,Adventure
3406,6,Drama
3406,13,War
3408,6,Drama
3409,6,Drama
3409,9,Thriller
3410,3,Comedy
3410,6,Drama
3412,0,Adventure
3412,2,Children
3412,6,Drama
3414,6,Drama
3414,5,Romance
3414,13,War
3415,6,Drama
3417,0,Adventure
3417,3,Comedy
3418,0,Adventure
3418,8,Crime
3418,6,Drama
3420,6,Drama
3420,9,Thriller
3421,3,Comedy
3422,3,Comedy
3422,5,Romance
3423,6,Drama
3424,6,Drama
3425,6,Drama
3425,14,Musical
3426,6,Drama
3426,5,Romance
3428,6,Drama
3429,1,Animation
3429,3,Comedy
3430,7,Action
3430,8,Crime
3430,6,Drama
3431,7,Action
3431,6,Drama
3432,7,Action
3432,6,Drama
3433,7,Action
3433,6,Drama
3434,7,Action
3434,6,Drama
3435,8,Crime
3435,6,Drama
3435,18,Film-Noir
3436,6,Drama
3436,5,Romance
3438,7,Action
3438,2,Children
3438,3,Comedy
3438,4,Fantasy
3438,12,Sci-Fi
3439,7,Action
3439,2,Children
3439,4,Fantasy
3440,7,Action
3440,0,Adventure
3440,2,Children
3440,3,Comedy
3440,4,Fantasy
3441,7,Action
3441,6,Drama
3441,13,War
3442,7,Action
3442,8,Crime
3442,6,Drama
3444,7,Action
3445,11,Mystery
3445,9,Thriller
3446,3,Comedy
3446,6,Drama
3447,6,Drama
3448,3,Comedy
3448,6,Drama
3448,13,War
3449,6,Drama
3450,3,Comedy
3451,6,Drama
3452,7,Action
3452,8,Crime
3452,5,Romance
3452,9,Thriller
3453,6,Drama
3453,5,Romance
3454,3,Comedy
3454,5,Romance
3455,6,Drama
3455,9,Thriller
3456,6,Drama
3459,6,Drama
3459,10,Horror
3461,0,Adventure
3461,6,Drama
3461,9,Thriller
3462,3,Comedy
3462,6,Drama
3462,5,Romance
3466,3,Comedy
3466,4,Fantasy
3467,6,Drama
3467,17,Western
3468,6,Drama
3469,6,Drama
3470,0,Adventure
3470,6,Drama
3471,0,Adventure
3471,6,Drama
3471,12,Sci-Fi
3473,3,Comedy
3474,12,Sci-Fi
3474,9,Thriller
3475,6,Drama
3475,5,Romance
3476,10,Horror
3476,11,Mystery
3477,3,Comedy
3477,6,Drama
3478,6,Drama
3479,0,Adventure
3479,4,Fantasy
3479,5,Romance
3480,6,Drama
3480,5,Romance
3481,3,Comedy
3481,6,Drama
3481,5,Romance
3483,1,Animation
3483,2,Children
3484,9,Thriller
3489,0,Adventure
3489,3,Comedy
3489,4,Fantasy
3492,0,Adventure
3492,3,Comedy
3492,5,Romance
3494,0,Adventure
3494,6,Drama
3494,17,Western
3496,6,Drama
3497,3,Comedy
3498,6,Drama
3499,6,Drama
3499,10,Horror
3499,9,Thriller
3500,3,Comedy
3500,6,Drama
3501,3,Comedy
3501,5,Romance
3502,6,Drama
3503,6,Drama
3503,11,Mystery
3503,12,Sci-Fi
3504,3,Comedy
3504,6,Drama
3505,6,Drama
3505,11,Mystery
3505,9,Thriller
3506,3,Comedy
3506,6,Drama
3507,3,Comedy
3508,7,Action
3508,0,Adventure
3508,6,Drama
3508,9,Thriller
3508,17,Western
3510,6,Drama
3510,9,Thriller
3511,3,Comedy
3512,6,Drama
3512,5,Romance
3513,6,Drama
3513,9,Thriller
3514,6,Drama
3515,3,Comedy
3515,5,Romance
3516,3,Comedy
3516,4,Fantasy
3516,5,Romance
3519,7,Action
3519,6,Drama
3519,13,War
3521,3,Comedy
3521,6,Drama
3524,3,Comedy
3524,5,Romance
3525,3,Comedy
3526,3,Comedy
3526,6,Drama
3527,7,Action
3527,12,Sci-Fi
3527,9,Thriller
3528,6,Drama
3528,5,Romance
3529,8,Crime
3529,9,Thriller
3531,3,Comedy
3531,6,Drama
3531,5,Romance
3534,6,Drama
3535,8,Crime
3535,10,Horror
3535,11,Mystery
3535,9,Thriller
3536,3,Comedy
3536,6,Drama
3536,5,Romance
3537,3,Comedy
3537,6,Drama
3538,3,Comedy
3539,15,Documentary
3543,3,Comedy
3543,6,Drama
3544,3,Comedy
3545,6,Drama
3545,14,Musical
3546,6,Drama
3546,10,Horror
3546,9,Thriller
3548,3,Comedy
3548,6,Drama
3549,3,Comedy
3549,14,Musical
3549,5,Romance
3550,10,Horror
3551,8,Crime
3551,6,Drama
3551,9,Thriller
3552,3,Comedy
3553,6,Drama
3553,9,Thriller
3554,6,Drama
3554,5,Romance
3555,7,Action
3555,9,Thriller
3555,13,War
3556,6,Drama
3556,5,Romance
3557,11,Mystery
3557,9,Thriller
3559,3,Comedy
3559,6,Drama
3559,5,Romance
3563,7,Action
3563,10,Horror
3564,2,Children
3564,3,Comedy
3565,3,Comedy
3565,6,Drama
3566,3,Comedy
3566,6,Drama
3567,3,Comedy
3567,6,Drama
3567,5,Romance
3568,3,Comedy
3568,5,Romance
3569,3,Comedy
3569,6,Drama
3571,3,Comedy
3571,6,Drama
3572,10,Horror
3572,12,Sci-Fi
3573,10,Horror
3573,12,Sci-Fi
3574,10,Horror
3574,12,Sci-Fi
3576,7,Action
3576,10,Horror
3576,12,Sci-Fi
3577,6,Drama
3577,5,Romance
3578,7,Action
3578,0,Adventure
3578,6,Drama
3580,6,Drama
3581,3,Comedy
3584,7,Action
3584,6,Drama
3584,5,Romance
3584,9,Thriller
3586,6,Drama
3586,5,Romance
3587,10,Horror
3590,3,Comedy
3590,6,Drama
3591,3,Comedy
3591,6,Drama
3592,1,Animation
3592,12,Sci-Fi
3593,7,Action
3593,12,Sci-Fi
3594,6,Drama
3594,14,Musical
3596,3,Comedy
3597,3,Comedy
3598,8,Crime
3598,6,Drama
3598,5,Romance
3598,9,Thriller
3599,3,Comedy
3599,14,Musical
3604,14,Musical
3606,3,Comedy
3606,14,Musical
3606,5,Romance
3608,0,Adventure
3608,3,Comedy
3609,15,Documentary
3614,3,Comedy
3614,5,Romance
3615,0,Adventure
3615,1,Animation
3615,2,Children
3616,3,Comedy
3616,5,Romance
3617,3,Comedy
3618,3,Comedy
3618,8,Crime
3619,3,Comedy
3622,3,Comedy
3623,7,Action
3623,0,Adventure
3623,9,Thriller
3624,7,Action
3624,0,Adventure
3624,3,Comedy
3624,17,Western
3625,15,Documentary
3626,3,Comedy
3627,10,Horror
3627,9,Thriller
3628,7,Action
3628,6,Drama
3628,5,Romance
3628,13,War
3629,0,Adventure
3629,3,Comedy
3629,5,Romance
3632,3,Comedy
3632,8,Crime
3633,7,Action
3633,0,Adventure
3633,5,Romance
3633,9,Thriller
3634,9,Thriller
3635,7,Action
3635,0,Adventure
3635,9,Thriller
3637,6,Drama
3638,7,Action
3638,0,Adventure
3638,12,Sci-Fi
3638,9,Thriller
3639,7,Action
3639,0,Adventure
3639,9,Thriller
3640,3,Comedy
3640,6,Drama
3641,6,Drama
3643,7,Action
3643,6,Drama
3643,13,War
3646,3,Comedy
3648,10,Horror
3648,12,Sci-Fi
3649,6,Drama
3652,10,Horror
3653,15,Documentary
3654,7,Action
3654,0,Adventure
3654,6,Drama
3654,13,War
3655,6,Drama
3658,10,Horror
3658,12,Sci-Fi
3660,10,Horror
3660,12,Sci-Fi
3660,9,Thriller
3661,10,Horror
3661,12,Sci-Fi
3661,9,Thriller
3662,10,Horror
3662,12,Sci-Fi
3662,9,Thriller
3663,10,Horror
3663,12,Sci-Fi
3663,9,Thriller
3664,10,Horror
3664,12,Sci-Fi
3664,9,Thriller
3667,7,Action
3667,3,Comedy
3667,8,Crime
3668,6,Drama
3668,5,Romance
3669,3,Comedy
3671,3,Comedy
3671,17,Western
3672,0,Adventure
3672,2,Children
3673,0,Adventure
3673,2,Children
3674,0,Adventure
3674,2,Children
3674,3,Comedy
3674,6,Drama
3675,3,Comedy
3675,14,Musical
3675,5,Romance
3676,6,Drama
3676,10,Horror
3677,15,Documentary
3678,6,Drama
3679,15,Documentary
3679,14,Musical
3680,15,Documentary
3681,7,Action
3681,6,Drama
3681,9,Thriller
3681,17,Western
3682,7,Action
3682,8,Crime
3682,6,Drama
3682,9,Thriller
3683,8,Crime
3683,6,Drama
3683,18,Film-Noir
3684,6,Drama
3684,5,Romance
3685,3,Comedy
3685,6,Drama
3685,5,Romance
3686,10,Horror
3686,12,Sci-Fi
3686,9,Thriller
3687,0,Adventure
3687,1,Animation
3687,4,Fantasy
3687,12,Sci-Fi
3688,3,Comedy
3689,3,Comedy
3690,3,Comedy
3691,3,Comedy
3692,3,Comedy
3692,10,Horror
3693,3,Comedy
3693,10,Horror
3694,3,Comedy
3694,10,Horror
3695,3,Comedy
3695,10,Horror
3696,3,Comedy
3696,10,Horror
3696,12,Sci-Fi
3696,9,Thriller
3697,7,Action
3697,12,Sci-Fi
3697,9,Thriller
3698,7,Action
3698,12,Sci-Fi
3699,0,Adventure
3699,6,Drama
3699,5,Romance
3699,12,Sci-Fi
3700,6,Drama
3700,12,Sci-Fi
3701,8,Crime
3701,6,Drama
3701,12,Sci-Fi
3701,9,Thriller
3702,7,Action
3702,0,Adventure
3702,12,Sci-Fi
3703,7,Action
3703,0,Adventure
3703,12,Sci-Fi
3703,9,Thriller
3704,7,Action
3704,0,Adventure
3704,12,Sci-Fi
3705,7,Action
3705,3,Comedy
3705,5,Romance
3706,18,Film-Noir
3706,10,Horror
3706,11,Mystery
3706,9,Thriller
3707,6,Drama
3707,5,Romance
3708,10,Horror
3708,9,Thriller
3709,10,Horror
3710,7,Action
3710,3,Comedy
3710,8,Crime
3710,9,Thriller
3711,6,Drama
3712,3,Comedy
3713,6,Drama
3714,6,Drama
3715,3,Comedy
3715,8,Crime
3716,7,Action
3716,3,Comedy
3716,8,Crime
3716,6,Drama
3717,7,Action
3717,8,Crime
3719,3,Comedy
3719,5,Romance
3720,6,Drama
3723,6,Drama
3724,6,Drama
3724,13,War
3725,1,Animation
3725,14,Musical
3726,7,Action
3726,9,Thriller
3727,10,Horror
3727,17,Western
3728,8,Crime
3728,6,Drama
3728,18,Film-Noir
3728,9,Thriller
3729,7,Action
3729,8,Crime
3729,6,Drama
3729,9,Thriller
3730,6,Drama
3730,11,Mystery
3731,6,Drama
3731,9,Thriller
3732,10,Horror
3733,6,Drama
3735,8,Crime
3735,6,Drama
3736,6,Drama
3737,6,Drama
3737,17,Western
3738,6,Drama
3739,3,Comedy
3739,5,Romance
3740,7,Action
3740,0,Adventure
3740,3,Comedy
3740,4,Fantasy
3741,8,Crime
3741,6,Drama
3741,9,Thriller
3742,6,Drama
3742,13,War
3743,3,Comedy
3743,5,Romance
3744,7,Action
3744,8,Crime
3744,9,Thriller
3745,7,Action
3745,0,Adventure
3745,1,Animation
3745,2,Children
3745,12,Sci-Fi
3746,6,Drama
3747,6,Drama
3751,1,Animation
3751,2,Children
3751,3,Comedy
3752,0,Adventure
3752,3,Comedy
3753,7,Action
3753,6,Drama
3753,13,War
3754,0,Adventure
3754,1,Animation
3754,2,Children
3754,3,Comedy
3754,4,Fantasy
